player,team,number,position,height,weight,last_attended,country,birthdate,profile_url,is_active,is_free_agent,is_retired,experience,headshot_url,legacy,pid,position_list,position_primary,position_alt,draft_year,draft_round,draft_pick,draft_status,player_id
Andre Iguodala,RET,9,GUARD-FORWARD,78.0,215.0,Arizona,USA,1984-01-28,https://www.nba.com/player/2738/andre-iguodala,False,False,True,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2738.png,False,2738,"['GUARD', 'FORWARD']",GUARD,FORWARD,2004,1,9,Drafted,iguodan01
Zydrunas Ilgauskas,RET,11,CENTER,87.0,260.0,Atletas Kaunas,Lithuania,1975-06-05,https://www.nba.com/player/980/zydrunas-ilgauskas,False,False,True,14.0,https://cdn.nba.com/headshots/nba/latest/1040x760/980.png,False,980,['CENTER'],CENTER,,1996,1,20,Drafted,ilgauzy01
Mile Ilic,RET,9,CENTER,85.0,255.0,FMP,Serbia,1984-06-02,https://www.nba.com/player/101148/mile-ilic,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/101148.png,False,101148,['CENTER'],CENTER,,2005,2,43,Drafted,ilicmi010
Ersan Ilyasova,RET,77,FORWARD,81.0,235.0,FC Barcelona,Turkey,1987-05-15,https://www.nba.com/player/101141/ersan-ilyasova,False,False,True,14.0,https://cdn.nba.com/headshots/nba/latest/1040x760/101141.png,False,101141,['FORWARD'],FORWARD,,2005,2,36,Drafted,ilyaser01
Darrall Imhoff,RET,30-35,CENTER,82.0,220.0,California,USA,1938-10-11,https://www.nba.com/player/77093/HISTADD-bigd-imhoff,False,False,True,12.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77093.png,True,77093,['CENTER'],CENTER,,1960,1,3,Drafted,imhofda01
Tom Ingelsby,RET,24,GUARD,75.0,180.0,Villanova,USA,1951-02-12,https://www.nba.com/player/77094/HISTADD-tom-ingelsby,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77094.png,True,77094,['GUARD'],GUARD,,1973,1,27,Drafted,ingelto01
Joe Ingles,MIN,7,FORWARD-GUARD,80.0,220.0,Maccabi Tel Aviv,Australia,1987-10-02,https://www.nba.com/player/204060/joe-ingles,True,False,False,10.0,https://cdn.nba.com/headshots/nba/latest/1040x760/204060.png,False,204060,"['FORWARD', 'GUARD']",FORWARD,GUARD,0,0,0,UDF,inglejo01
Damien Inglis,RET,17,FORWARD,80.0,246.0,Chorale Roanne,France,1995-05-20,https://www.nba.com/player/203996/damien-inglis,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203996.png,False,203996,['FORWARD'],FORWARD,,2014,2,31,Drafted,inglida01
Andre Ingram,RET,,GUARD,75.0,190.0,American University,USA,1985-11-19,https://www.nba.com/player/201281/andre-ingram,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201281.png,False,201281,['GUARD'],GUARD,,0,0,0,UDF,ingraan01
Brandon Ingram,TOR,3,FORWARD,80.0,190.0,Duke,USA,1997-09-02,https://www.nba.com/player/1627742/brandon-ingram,True,False,False,8.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627742.png,False,1627742,['FORWARD'],FORWARD,,2016,1,2,Drafted,ingrabr01
Harrison Ingram,SAS,55,FORWARD,77.0,230.0,North Carolina,USA,2002-11-27,https://www.nba.com/player/1631127/harrison-ingram,True,False,False,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631127.png,False,1631127,['FORWARD'],FORWARD,,2024,2,48,Drafted,ingraha01
Joel Ingram,RET,22,FORWARD,72.0,210.0,Jackson State,USA,1931-08-31,https://www.nba.com/player/77095/HISTADD-mccoy-ingram,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77095.png,True,77095,['FORWARD'],FORWARD,,0,0,0,UDF,ingrajo01
Byron Irvin,RET,32,GUARD,77.0,190.0,Missouri,USA,1966-12-02,https://www.nba.com/player/77096/HISTADD-byron-irvin,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77096.png,True,77096,['GUARD'],GUARD,,1989,1,22,Drafted,irvinby01
Kyrie Irving,DAL,11,GUARD,74.0,195.0,Duke,Australia,1992-03-23,https://www.nba.com/player/202681/kyrie-irving,True,False,False,13.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202681.png,False,202681,['GUARD'],GUARD,,2011,1,1,Drafted,irvinky01
Jonathan Isaac,ORL,1,FORWARD,82.0,230.0,Florida State,USA,1997-10-03,https://www.nba.com/player/1628371/jonathan-isaac,True,False,False,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628371.png,False,1628371,['FORWARD'],FORWARD,,2017,1,6,Drafted,isaacjo01
Dan Issel,RET,44,CENTER,81.0,235.0,Kentucky,USA,1948-10-25,https://www.nba.com/player/77097/HISTADD-dan-issel,False,False,True,9.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77097.png,True,77097,['CENTER'],CENTER,,1970,1,122,Drafted,isselda01
Mike Iuzzolino,RET,13,GUARD,70.0,175.0,St. Francis (PA),USA,1968-01-22,https://www.nba.com/player/77098/HISTADD-mike-iuzzolino,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77098.png,True,77098,['GUARD'],GUARD,,1991,1,35,Drafted,iuzzomi01
Allen Iverson,RET,3,GUARD,72.0,165.0,Georgetown,USA,1975-06-07,https://www.nba.com/player/947/allen-iverson,False,False,True,15.0,https://cdn.nba.com/headshots/nba/latest/1040x760/947.png,False,947,['GUARD'],GUARD,,1996,1,1,Drafted,iversal01
Jaden Ivey,DET,23,GUARD,76.0,195.0,Purdue,USA,2002-02-13,https://www.nba.com/player/1631093/jaden-ivey,True,False,False,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png,False,1631093,['GUARD'],GUARD,,2022,1,5,Drafted,iveyja010
Royal Ivey,RET,,GUARD,76.0,200.0,Texas,USA,1981-12-20,https://www.nba.com/player/2767/royal-ivey,False,False,True,10.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2767.png,False,2767,['GUARD'],GUARD,,2004,2,37,Drafted,iveyro010
Wes Iwundu,RET,,FORWARD,78.0,195.0,Kansas State,USA,1994-12-20,https://www.nba.com/player/1628411/wes-iwundu,False,False,True,6.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628411.png,False,1628411,['FORWARD'],FORWARD,,2017,2,33,Drafted,iwundwe01
Jarrett Jack,RET,55,GUARD,75.0,200.0,Georgia Tech,USA,1983-10-28,https://www.nba.com/player/101127/jarrett-jack,False,False,True,14.0,https://cdn.nba.com/headshots/nba/latest/1040x760/101127.png,False,101127,['GUARD'],GUARD,,2005,1,22,Drafted,jackja010
Aaron Jackson,RET,5,GUARD,75.0,183.0,Duquesne,USA,1986-05-06,https://www.nba.com/player/1628935/aaron-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628935.png,False,1628935,['GUARD'],GUARD,,0,0,0,UDF,jacksaa01
Al Jackson,RET,11,GUARD,73.0,185.0,Wilberforce,USA,1943-07-29,https://www.nba.com/player/77099/HISTADD-al-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77099.png,True,77099,['GUARD'],GUARD,,0,0,0,UDF,jacksal01
Bobby Jackson,RET,24,GUARD,73.0,185.0,Minnesota,USA,1973-03-13,https://www.nba.com/player/1517/bobby-jackson,False,False,True,13.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1517.png,False,1517,['GUARD'],GUARD,,1997,1,23,Drafted,jacksbo01
Cedric Jackson,RET,9,GUARD,75.0,190.0,Cleveland State,USA,1986-03-05,https://www.nba.com/player/202132/cedric-jackson,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202132.png,False,202132,['GUARD'],GUARD,,0,0,0,UDF,jacksce01
Darnell Jackson,RET,41,FORWARD,81.0,253.0,Kansas,USA,1985-11-07,https://www.nba.com/player/201616/darnell-jackson,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201616.png,False,201616,['FORWARD'],FORWARD,,2008,2,52,Drafted,jacksda01
Demetrius Jackson,RET,,GUARD,73.0,201.0,Notre Dame,USA,1994-09-07,https://www.nba.com/player/1627743/demetrius-jackson,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627743.png,False,1627743,['GUARD'],GUARD,,2016,2,45,Drafted,jacksde01
Frank Jackson,RET,,GUARD,75.0,205.0,Duke,USA,1998-05-04,https://www.nba.com/player/1628402/frank-jackson,False,False,True,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628402.png,False,1628402,['GUARD'],GUARD,,2017,2,31,Drafted,jacksfr01
GG Jackson,MEM,45,FORWARD,81.0,210.0,South Carolina,USA,2004-12-17,https://www.nba.com/player/1641713/gg-jackson,True,False,False,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641713.png,False,1641713,['FORWARD'],FORWARD,,2023,2,45,Drafted,jacksgg01
Greg Jackson,RET,24,GUARD,72.0,180.0,Guilford,USA,1952-08-02,https://www.nba.com/player/77101/HISTADD-greg-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77101.png,True,77101,['GUARD'],GUARD,,1974,1,86,Drafted,jacksgr01
Isaiah Jackson,IND,22,FORWARD,81.0,205.0,Kentucky,USA,2002-01-10,https://www.nba.com/player/1630543/isaiah-jackson,True,False,False,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630543.png,False,1630543,['FORWARD'],FORWARD,,2021,1,22,Drafted,jacksis01
Jaren Jackson,RET,2,GUARD,78.0,225.0,Georgetown,USA,1967-10-27,https://www.nba.com/player/1114/jaren-jackson,False,False,True,12.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1114.png,False,1114,['GUARD'],GUARD,,0,0,0,UDF,jacksja01
Jermaine Jackson,RET,5,GUARD,77.0,204.0,Detroit,USA,1976-06-07,https://www.nba.com/player/1983/jermaine-jackson,False,False,True,6.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1983.png,False,1983,['GUARD'],GUARD,,0,0,0,UDF,jacksje01
Jim Jackson,RET,24,FORWARD-GUARD,78.0,220.0,Ohio State,USA,1970-10-14,https://www.nba.com/player/754/jim-jackson,False,False,True,14.0,https://cdn.nba.com/headshots/nba/latest/1040x760/754.png,False,754,"['FORWARD', 'GUARD']",FORWARD,GUARD,1992,1,4,Drafted,jacksji01
Josh Jackson,RET,55,GUARD-FORWARD,80.0,207.0,Kansas,USA,1997-02-10,https://www.nba.com/player/1628367/josh-jackson,False,False,True,6.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628367.png,False,1628367,"['GUARD', 'FORWARD']",GUARD,FORWARD,2017,1,4,Drafted,jacksjo01
Justin Jackson,RET,,FORWARD,80.0,220.0,North Carolina,USA,1995-03-28,https://www.nba.com/player/1628382/justin-jackson,False,False,True,7.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628382.png,False,1628382,['FORWARD'],FORWARD,,2017,1,15,Drafted,jacksju01
Lucious Jackson,RET,,FORWARD,81.0,240.0,Texas-Pan American,USA,1941-10-31,https://www.nba.com/player/77103/HISTADD-dupp-luke-jackson,False,False,True,8.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77103.png,True,77103,['FORWARD'],FORWARD,,1964,1,4,Drafted,jackslu01
Luke Jackson,RET,,FORWARD-GUARD,79.0,215.0,Oregon,USA,1981-11-06,https://www.nba.com/player/2739/luke-jackson,False,False,True,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2739.png,False,2739,"['FORWARD', 'GUARD']",FORWARD,GUARD,2004,1,10,Drafted,jackslu02
Marc Jackson,RET,44,FORWARD,82.0,253.0,Temple,USA,1975-01-16,https://www.nba.com/player/1531/marc-jackson,False,False,True,8.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1531.png,False,1531,['FORWARD'],FORWARD,,1997,2,37,Drafted,jacksma01
Mark Jackson,RET,31,GUARD,75.0,195.0,St. John's (NY),USA,1965-04-01,https://www.nba.com/player/349/mark-jackson,False,False,True,18.0,https://cdn.nba.com/headshots/nba/latest/1040x760/349.png,False,349,['GUARD'],GUARD,,1987,1,18,Drafted,jacksma02
Michael Jackson,RET,2,GUARD,74.0,183.0,Georgetown,USA,1964-07-13,https://www.nba.com/player/77104/HISTADD-michael-jackson,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77104.png,True,77104,['GUARD'],GUARD,,1986,1,47,Drafted,jacksmi01
Myron Jackson,RET,6,GUARD,75.0,185.0,Arkansas-Little Rock,USA,1964-05-06,https://www.nba.com/player/77105/HISTADD-myron-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77105.png,True,77105,['GUARD'],GUARD,,1986,1,85,Drafted,jacksmy01
Phil Jackson,RET,17,FORWARD,80.0,220.0,North Dakota,USA,1945-09-17,https://www.nba.com/player/77106/HISTADD-action-jackson,False,False,True,12.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77106.png,True,77106,['FORWARD'],FORWARD,,1967,1,17,Drafted,jacksph01
Pierre Jackson,RET,,GUARD,70.0,180.0,Baylor,USA,1991-08-29,https://www.nba.com/player/203510/pierre-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203510.png,False,203510,['GUARD'],GUARD,,2013,2,42,Drafted,jackspi01
Quenton Jackson,IND,29,GUARD,77.0,173.0,Texas A&M,USA,1998-09-15,https://www.nba.com/player/1631245/quenton-jackson,True,False,False,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631245.png,False,1631245,['GUARD'],GUARD,,0,0,0,UDF,jacksqu01
Ralph Jackson,RET,2,GUARD,74.0,190.0,UCLA,USA,1962-10-26,https://www.nba.com/player/77107/HISTADD-ralph-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77107.png,True,77107,['GUARD'],GUARD,,1984,1,71,Drafted,jacksra01
Randell Jackson,RET,,FORWARD,83.0,215.0,Florida State,USA,1976-01-06,https://www.nba.com/player/1872/randell-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1872.png,False,1872,['FORWARD'],FORWARD,,1999,1,,Drafted,jacksra02
Reggie Jackson,RET,,GUARD,74.0,208.0,Boston College,USA,1990-04-16,https://www.nba.com/player/202704/reggie-jackson,False,False,True,13.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202704.png,False,202704,['GUARD'],GUARD,,2011,1,24,Drafted,jacksre01
Stanley Jackson,RET,7,GUARD,75.0,185.0,Alabama-Birmingham,USA,1970-10-10,https://www.nba.com/player/77109/HISTADD-stanley-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77109.png,True,77109,['GUARD'],GUARD,,0,0,0,UDF,jacksst01
Stephen Jackson,RET,,GUARD-FORWARD,80.0,220.0,Butler C.C. (KS),USA,1978-04-05,https://www.nba.com/player/1536/stephen-jackson,False,False,True,14.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1536.png,False,1536,"['GUARD', 'FORWARD']",GUARD,FORWARD,1997,2,42,Drafted,jacksst02
Tony Jackson,RET,23,GUARD,72.0,170.0,Florida State,USA,1958-01-17,https://www.nba.com/player/77100/HISTADD-tony-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77100.png,True,77100,['GUARD'],GUARD,,1980,1,87,Drafted,jacksto01
Tracy Jackson,RET,7,GUARD,78.0,205.0,Notre Dame,USA,1959-04-21,https://www.nba.com/player/77110/HISTADD-tracy-jackson,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77110.png,True,77110,['GUARD'],GUARD,,1981,1,25,Drafted,jackstr01
Wardell Jackson,RET,30,FORWARD,79.0,200.0,Ohio State,USA,1951-07-18,https://www.nba.com/player/77111/HISTADD-wardell-jackson,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77111.png,True,77111,['FORWARD'],FORWARD,,1974,1,98,Drafted,jackswa01
Andre Jackson Jr.,MIL,44,GUARD,78.0,209.0,Connecticut,USA,2001-11-13,https://www.nba.com/player/1641748/andre-jackson-jr,True,False,False,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641748.png,False,1641748,['GUARD'],GUARD,,2023,2,36,Drafted,jacksan01
Jaren Jackson Jr.,MEM,13,FORWARD-CENTER,82.0,242.0,Michigan State,USA,1999-09-15,https://www.nba.com/player/1628991/jaren-jackson-jr,True,False,False,6.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628991.png,False,1628991,"['FORWARD', 'CENTER']",FORWARD,CENTER,2018,1,4,Drafted,jacksja02
Trayce Jackson-Davis,GSW,32,FORWARD,81.0,245.0,Indiana,USA,2000-02-22,https://www.nba.com/player/1631218/trayce-jackson-davis,True,False,False,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631218.png,False,1631218,['FORWARD'],FORWARD,,2023,2,57,Drafted,jackstr02
Winfred Jacobs,RET,,FORWARD,75.0,175.0,Denver,USA,1922-12-02,https://www.nba.com/player/77112/HISTADD-fred-jacobs,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77112.png,True,77112,['FORWARD'],FORWARD,,0,0,0,UDF,jacobwi01
Casey Jacobsen,RET,23,GUARD,78.0,215.0,Stanford,USA,1981-03-19,https://www.nba.com/player/2418/casey-jacobsen,False,False,True,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2418.png,False,2418,['GUARD'],GUARD,,2002,1,22,Drafted,jacobca01
Sam Jacobson,RET,,GUARD,,,Minnesota,USA,1975-07-22,https://www.nba.com/player/1734/sam-jacobson,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1734.png,False,1734,['GUARD'],GUARD,,1998,1,26,Drafted,jacobsa01
Dave Jamerson,RET,24,GUARD,77.0,190.0,Ohio,USA,1967-08-13,https://www.nba.com/player/77114/HISTADD-dave-jamerson,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77114.png,True,77114,['GUARD'],GUARD,,1990,1,15,Drafted,jamerda01
Aaron James,RET,23,FORWARD,80.0,210.0,Grambling,USA,1952-10-05,https://www.nba.com/player/77115/HISTADD-aj-james,False,False,True,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77115.png,True,77115,['FORWARD'],FORWARD,,1974,1,28,Drafted,jamesaa01
Bernard James,RET,55,CENTER,82.0,235.0,Florida State,USA,1985-02-07,https://www.nba.com/player/203108/bernard-james,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203108.png,False,203108,['CENTER'],CENTER,,2012,2,33,Drafted,jamesbe01
Bronny James,LAL,9,GUARD,75.0,210.0,Southern California,USA,2004-10-06,https://www.nba.com/player/1642355/tmp-bronny-james,True,False,False,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642355.png,False,1642355,['GUARD'],GUARD,,2024,2,55,Drafted,jamesbr01
Damion James,RET,7,FORWARD,79.0,225.0,Texas,USA,1987-10-07,https://www.nba.com/player/202345/damion-james,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202345.png,False,202345,['FORWARD'],FORWARD,,2010,1,24,Drafted,jamesda01
Gene James,RET,,FORWARD,76.0,180.0,Marshall,USA,1925-02-15,https://www.nba.com/player/77116/HISTADD-goose-james,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77116.png,True,77116,['FORWARD'],FORWARD,,0,0,0,UDF,jamesge01
Henry James,RET,,FORWARD,80.0,220.0,St. Mary's (TX),USA,1965-07-29,https://www.nba.com/player/1080/henry-james,False,False,True,7.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1080.png,False,1080,['FORWARD'],FORWARD,,0,0,0,UDF,jameshe01
Jerome James,RET,31,CENTER,85.0,285.0,Florida A&M,USA,1975-11-17,https://www.nba.com/player/1744/jerome-james,False,False,True,10.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1744.png,False,1744,['CENTER'],CENTER,,1998,2,36,Drafted,jamesje01
Justin James,RET,10,GUARD-FORWARD,79.0,190.0,Wyoming,USA,1997-01-24,https://www.nba.com/player/1629713/justin-james,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629713.png,False,1629713,"['GUARD', 'FORWARD']",GUARD,FORWARD,2019,2,40,Drafted,jamesju01
LeBron James,LAL,23,FORWARD,81.0,250.0,St. Vincent-St. Mary HS (OH),USA,1984-12-30,https://www.nba.com/player/2544/lebron-james,True,False,False,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2544.png,False,2544,['FORWARD'],FORWARD,,2003,1,1,Drafted,jamesle01
Mike James,RET,8,GUARD,74.0,188.0,Duquesne,USA,1975-06-23,https://www.nba.com/player/2229/mike-james,False,False,True,12.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2229.png,False,2229,['GUARD'],GUARD,,0,0,0,UDF,jamesmi01
Mike James,RET,55,GUARD,73.0,175.0,Lamar,USA,1990-08-18,https://www.nba.com/player/1628455/mike-james,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628455.png,False,1628455,['GUARD'],GUARD,,0,0,0,UDF,jamesmi02
Tim James,RET,25,FORWARD,79.0,214.0,Miami,USA,1976-12-25,https://www.nba.com/player/1906/tim-james,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1906.png,False,1906,['FORWARD'],FORWARD,,1999,1,25,Drafted,jamesti01
Antawn Jamison,RET,,FORWARD,81.0,235.0,North Carolina,USA,1976-06-12,https://www.nba.com/player/1712/antawn-jamison,False,False,True,16.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1712.png,False,1712,['FORWARD'],FORWARD,,1998,1,4,Drafted,jamisan01
Harold Jamison,RET,40,FORWARD,81.0,269.0,Clemson,USA,1976-11-20,https://www.nba.com/player/1942/harold-jamison,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1942.png,False,1942,['FORWARD'],FORWARD,,0,0,0,UDF,jamisha01
John Janisch,RET,,FORWARD,75.0,200.0,Valparaiso,USA,1920-03-15,https://www.nba.com/player/77120/HISTADD-john-janisch,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77120.png,True,77120,['FORWARD'],FORWARD,,0,0,0,UDF,janisjo01
Howie Janotta,RET,,FORWARD,75.0,185.0,Seton Hall,USA,1924-10-19,https://www.nba.com/player/77122/HISTADD-howie-janotta,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77122.png,True,77122,['FORWARD'],FORWARD,,0,0,0,UDF,janotho01
Jaime Jaquez Jr.,MIA,11,GUARD,78.0,225.0,UCLA,USA,2001-02-18,https://www.nba.com/player/1631170/jaime-jaquez-jr,True,False,False,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631170.png,False,1631170,['GUARD'],GUARD,,2023,1,18,Drafted,jaqueja01
Marko Jaric,RET,55,GUARD,79.0,224.0,Virtus Bologna,Serbia,1978-12-10,https://www.nba.com/player/2060/marko-jaric,False,False,True,8.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2060.png,False,2060,['GUARD'],GUARD,,2000,2,30,Drafted,jaricma01
Tony Jaros,RET,13,FORWARD,75.0,185.0,Minnesota,USA,1920-02-22,https://www.nba.com/player/77123/HISTADD-tony-jaros,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77123.png,True,77123,['FORWARD'],FORWARD,,0,0,0,UDF,jarosto01
DeJon Jarreau,RET,,GUARD,77.0,185.0,Houston,USA,1998-01-23,https://www.nba.com/player/1630610/dejon-jarreau,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630610.png,False,1630610,['GUARD'],GUARD,,0,0,0,UDF,jarrede01
Sarunas Jasikevicius,RET,,NAN,,,Maryland,Lithuania,1976-03-05,https://www.nba.com/player/101180/sarunas-jasikevicius,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/101180.png,False,101180,['NAN'],NAN,,0,0,0,UDF,jasiksa01
